Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
118,7,0.3201,6.723,74.80,0.07038,0.989275,"Q9Y2Q5;Q9Y2Q5-2 Q9UHA4;Q9UHA4-2 Q6IAA8 Q0VGL1 Q00610-2;Q00610 P83436 Q9HAB8;Q9HAB8-2"
119,3,0.3356,1.007,4.000,0.09148,0.904785,"P23919;P23919-2 Q15814 Q15185-4;Q15185;Q15185-3"
120,22,0.3049,70.43,264.3,0.1860,0.867564,"P29373 P09467 Q8IV36-2;Q8IV36;Q8IV36-3 Q6NZI2;Q6NZI2-2 P40261 P50225 P0DMN0;P0DMM9;P0DMM9-3 Q5ZPR3;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2 Q9UKS6 Q8WTS6 Q8N335 Q8IVT2 Q96AY3 Q9H6S3;Q9H6S3-3 Q9Y6M5 Q12797;Q12797-10 Q9P0K7;Q9P0K7-3;Q9P0K7-2 Q14118 O00592-2;O00592 Q6DKJ4 P52943;P52943-2 P08648"
121,4,0.5667,3.400,12.37,0.1430,0.992931,"P36543 P38606 P21281 Q9UI12-2;Q9UI12"
122,8,0.3271,9.160,28.71,0.1700,0.864926,"Q9Y2X3 O00567 Q9BV38 P22087 Q9NY12;Q9NY12-2 P55769 Q9NX24 O60832;O60832-2"
123,11,0.3037,16.70,202.9,0.06914,0.999354,"Q9NZN8;Q9NZN8-5;Q9NZN8-4;Q9NZN8-2 Q9H9A5;Q9H9A5-2;Q9H9A5-6;Q9H9A5-4;Q9H9A5-3;Q9H9A5-5 A5YKK6;A5YKK6-2;A5YKK6-3;A5YKK6-4 Q9UKZ1 Q9Y5L0;Q9Y5L0-1;Q9Y5L0-3;Q9Y5L0-5 O43264;O43264-2 O60826 Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3 Q92600;Q92600-2;Q92600-3 Q9Y450;Q9Y450-4 Q9NZB2;Q9NZB2-6;Q9NZB2-4"
124,11,0.3142,17.28,188.6,0.07582,0.999487,"Q92541 Q96GM8;Q96GM8-2 P35251-2;P35251 Q96LR5 Q99575 Q15022 Q9BW19 Q96RU2-2;Q96RU2;Q96RU2-3 Q9BTC0 P48730-2 Q9GZU8"
125,6,0.3087,4.630,60.84,0.05977,0.953652,"Q8WUK0;Q8WUK0-2 Q5T160 P22033 P46199 Q9Y2Z9-3;Q9Y2Z9 Q13011"
126,3,0.3488,1.046,2.485,0.1098,0.331260,"Q2TAA2;Q2TAA2-2 Q16775-2 Q8NFF5-2;Q8NFF5;Q8NFF5-3"
127,9,0.3080,11.09,137.5,0.06655,0.991441,"Q9Y6D0 P28907 P25774;P25774-2 Q8N138-4;Q8N138 Q13795;Q13795-2;Q13795-3 Q9P0S3 Q6ICB0 P49441 Q9BQE4"
128,7,0.3005,6.310,115.9,0.04632,0.989275,"Q9UI10 Q13144 Q8N1B4;Q8N1B4-2 Q9NR50;Q9NR50-3;Q9NR50-2 Q9NXC5;Q9NXC5-2 Q14232 Q86XI8"
129,24,0.3004,82.90,431.9,0.1473,0.999988,"O95777 P09661 P08579 Q9Y3B4 Q9NQT4 Q13868;Q13868-2;Q13868-3 Q9NQT5;Q9NQT5-2 Q9NPD3 Q15024 Q06265;Q06265-2 Q92979 Q01780;Q01780-2 Q8TED0;Q8TED0-3;Q8TED0-2 Q96B26 Q9H0A0;Q9H0A0-2 O43172-2;O43172 Q15291;Q15291-2 Q53GS7;Q53GS7-2 Q9Y3B2 P09234 Q5RKV6 Q9NY61 Q15050 Q9Y221;Q9Y221-2"
130,8,0.3004,8.413,53.07,0.1086,0.998619,"Q9HC38-2;Q9HC38;Q9HC38-3 P40925-3;P40925;P40925-2 Q9UKK9 Q9UMY4-2;Q9UMY4;Q9UMY4-3 O95630;O95630-2 Q96FJ2 Q9NWV4 Q9GZZ9;Q9GZZ9-2"
131,7,0.3015,6.332,93.31,0.05572,0.989275,"Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2 Q6NXR4 O43156 Q8TB72-3;Q8TB72;Q8TB72-2 Q8N999 O95714 Q92667;Q92667-2"
132,10,0.3030,13.64,60.58,0.1447,0.962169,"Q9HC38-2;Q9HC38;Q9HC38-3 P40925-3;P40925;P40925-2 Q9UKK9 P30046;P30046-2 O75832;O75832-2 Q9UMY4-2;Q9UMY4;Q9UMY4-3 O95630;O95630-2 P60174-1;P60174-4 P30086 P12081;P12081-4;P12081-2;P12081-3"
133,12,0.3005,19.83,225.4,0.07367,0.998225,"Q9Y6D0 Q86TM6-3;Q86TM6;Q86TM6-2 Q86YS6;Q86YS6-2 Q13795;Q13795-2;Q13795-3 Q8IZE3-2;Q8IZE3 Q8N1F8 Q9H6E4 Q4G148-2;Q4G148 Q92604 Q6ZS17-4;Q6ZS17-3 Q8NEW0 Q9H0J9"
134,6,0.3007,4.510,90.38,0.04220,0.977336,"Q9BV23 Q9UL18 P45983-3;P45983-2;P45983-4;P45983;P45983-5 O60333-2;O60333;O60333-4 A6NIH7 Q9P265"
135,5,0.3044,3.044,74.67,0.03470,0.952654,"O43808 Q9Y4P8-4;Q9Y4P8-2;Q9Y4P8;Q9Y4P8-5;Q9Y4P8-6 Q96I51 Q9UQ90 O14787-2;O14787"
136,9,0.3031,10.91,50.93,0.1367,0.973971,"Q9HC38-2;Q9HC38;Q9HC38-3 Q9UKK9 P30046;P30046-2 Q9UMY4-2;Q9UMY4;Q9UMY4-3 O95630;O95630-2 Q9NWV4 P60174-1;P60174-4 P30086 Q9GZZ9;Q9GZZ9-2"
137,4,0.3401,2.040,43.26,0.03828,0.943824,"Q9NX62 Q99627;Q99627-2 Q6NYC1;Q6NYC1-3;Q6NYC1-2 Q9HC07;Q9HC07-2"
138,65,0.3008,625.7,1277,0.3078,0.105185,"P25705;P25705-3 P06576 P47985 O14949 P14927 P48047 P24539 P20674 P13073 Q9P0J0;Q9P0J0-2 P17568 Q9Y6M9 Q16718;Q16718-2 O75489 P19404 Q86Y39;Q86Y39-2 O75947;O75947-2 P49821-2;P49821 P28331;P28331-2;P28331-4;P28331-5;P28331-3 Q15363 P49755 O95169-3;O95169;O95169-2 P56134;P56134-3 O43678;O43678-2 O95139;O95139-2 Q9UI09 O43920 O95298;E9PQ53;O95298-2;O95298-3 P15954 P14406 O43181 P09669 P21912 P51970 O75380 O43676 Q9BVK6 O75964 O95167 Q96IX5 O75438;O75438-2 O00217 O95168;O95168-2 Q16795 O75306;O75306-2 P56385 P18859;P18859-2 O96000;O96000-2 O95182 P56378;P56378-2 P30049 Q8N2U0 Q9Y3B3;Q86XR7-2;Q9Y3B3-2 O95299;O95299-2 O75251;O75251-2 P00846 Q9Y3A6;Q9Y3A6-2 Q8NCN5 P36957 P23786 O75352-2;O75352 Q53H12 Q02218;Q02218-2 Q9HB90 Q9NYU2-2;Q9NYU2"
139,12,0.3526,23.27,85.20,0.1756,0.929522,"Q99613;Q99613-2;B5ME19 O15371;O15371-3 Q7L2H7;Q7L2H7-2 O00303 Q14152;Q14152-2 O15372 P60228 P55884-2;P55884 Q9UBQ5;Q9UBQ5-2 Q96F86 Q9Y262;Q9Y262-2 Q13425"
140,5,0.3099,3.099,54.53,0.04582,0.952654,"Q9NRW3 Q9NXA8;Q9NXA8-2;Q9NXA8-3;Q9NXA8-4 Q8WVC6 Q5VZK9;Q5VZK9-2 Q9BZG1;Q9BZG1-4;Q9BZG1-2"
141,5,0.3034,3.034,61.26,0.04083,0.952654,"Q99755-3;Q99755 Q8TB72-3;Q8TB72;Q8TB72-2 P42575;P42575-2 Q8N9N8 P17028"
142,12,0.3033,20.02,201.4,0.08157,0.999846,"O00459 Q9NVH0;Q9NVH0-2 Q8IWR0 Q7Z7A3 P53667-4;P53667-2;P53667 Q147X3;Q147X3-2 Q9UBF8-2;Q9UBF8;Q9UBF8-3 Q6P1N0 Q9UPY3;Q9UPY3-2 Q9BRX2 Q2PPJ7;Q2PPJ7-3;Q2PPJ7-2 Q9H0W8;Q9H0W8-2"
143,52,0.3001,397.9,608.9,0.3582,0.00345374,"P13010 P12956;P12956-2 P62308;A8MWD9 P62304 P62306 P22626 P09651;P09651-2;P09651-3 P61978-3 P31943 Q15233;Q15233-2 P23246;P23246-2 Q15717;Q15717-2 P62316 O43390;O43390-3 P62318-2;P62318 P26599;P26599-2;P26599-3 Q16630-2;Q16630;Q16630-3 P07910-2;P07910-4 P52597 P14866;P14866-2 P52272;P52272-2 Q13151 Q13838;Q13838-2 P84090 P84103-2;P84103 Q13148 Q00839 Q01081;Q01081-4 Q12906-7;Q12906-4;Q12906-6 Q07955;Q07955-3;Q07955-2 Q92945 P43243 Q16629-3;Q16629-2;Q16629-4;Q16629 O43809 P26368-2;P26368 Q07666;Q07666-2;Q07666-3 P62995;P62995-3 O14979 P38159;P38159-2 Q86U42-2;Q86U42 Q08211 P19338 Q96PK6 Q14103-3;Q14103 Q86V81 Q8NI27 Q15424-4;Q15424;Q15424-3;Q15424-2 P51991 Q92804-2;Q92804 O75934 Q10570 Q99729-3;Q99729-2"
144,7,0.3351,7.037,45.00,0.1066,0.951651,"P52701;P52701-3;P52701-4;P52701-2 P43246 P49005 P28340 Q15054;Q15054-3 P40692;P40692-3;P40692-2 Q8WUD4"
145,5,0.3072,3.072,48.93,0.04954,0.989214,"Q09028-3;Q09028 P54105 P35637-2;P35637 O75909;O75909-4;O75909-1;O75909-2 Q9H910;Q9H910-3"
146,6,0.3065,4.598,59.99,0.06003,0.977336,"Q9NWH9 Q8NEY8 Q02447-3 Q6ULP2-2;Q6ULP2;Q6ULP2-5;Q6ULP2-4;Q6ULP2-3 Q9UIF9-2;Q9UIF9-3;Q9UIF9 Q9NZJ7-2;Q9NZJ7"
147,4,0.3548,2.129,8.177,0.1163,0.903035,"Q9H2M9 Q15042;Q15042-3 Q9Y6D5 O00178"
148,20,0.3006,57.11,207.0,0.1878,0.988048,"Q9UNX4 Q9NV31 Q5JTH9;Q5JTH9-3;Q5JTH9-2 P56182 Q9H0A0;Q9H0A0-2 Q8TDD1-2 Q8IY81 Q9Y2P8 Q14692 Q9BYG3 Q9BQG0;Q9BQG0-2 Q9BZE4;Q9BZE4-2 Q14137;Q14137-2 Q9BVI4 Q14690 Q9NVP1 Q99848 Q9Y3C1;Q9Y3C1-3;Q9Y3C1-2 Q9BVP2-2;Q9BVP2 Q9NX58"
149,8,0.3049,8.537,75.61,0.08525,0.999530,"Q14203-3;Q14203-4;Q14203-5 Q13561;Q13561-3;Q13561-2 O75935;O75935-3;O75935-2 Q93008;Q93008-1 Q9BVG4 P33176 Q9UJW0;Q9UJW0-3;Q9UJW0-2 O75351"
150,6,0.3075,4.613,68.85,0.05398,0.977336,"O43414;O43414-3;O43414-2 Q16773;Q16773-2 P06746 Q8TDQ7;Q8TDQ7-2;Q8TDQ7-5;Q8TDQ7-3 Q96SZ5 Q13126;Q13126-4;Q13126-7"
151,3,0.3392,1.018,8.161,0.06703,0.808633,"Q8NFQ8 P61086;P61086-3;P61086-2 P14735;P14735-2"
152,31,0.3015,140.2,334.5,0.2612,0.346717,"Q9Y5J1 Q5QJE6 Q8NI36 Q15269 Q9H8H0 Q9H583 Q15061 Q9UNX4 O15213 Q8NEJ9-2;Q8NEJ9 Q9NQ55-2;Q9NQ55;Q9NQ55-3 Q9H6R4-4;Q9H6R4;Q9H6R4-2;Q9H6R4-3 Q12788 Q8TED0;Q8TED0-3;Q8TED0-2 Q969X6;Q969X6-3;Q969X6-2 Q9NV31 Q9BXY0 Q14146 Q9NV06 Q9NYH9 Q5JTH9;Q5JTH9-3;Q5JTH9-2 Q9GZR2 Q8IWA0 O60287 Q9UHA3 Q9BQG0;Q9BQG0-2 Q14690 O43818 Q9Y3T9 Q9H7B2 Q8WTT2"
153,5,0.3143,3.143,52.91,0.04758,0.798302,"Q86SF2 O95822-2;O95822 Q8N5M1 Q8IYQ7 Q96GC9;Q96GC9-2"
154,7,0.3204,6.729,18.86,0.1700,0.695360,"Q14694;Q14694-2 Q14157;Q14157-5;Q14157-3 Q9UN86 Q04637-3;Q04637-6 Q9Y5A9;Q9Y5A9-2 Q6Y7W6;Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6-3 Q8WWM7"
155,3,0.3359,1.008,14.97,0.04585,0.985452,"Q9H0H0 Q9H0L4 Q96T60;Q96T60-2"
156,6,0.3454,5.181,44.84,0.08354,0.977336,"Q9UNX3 Q9NPA8;Q9NPA8-2 Q96BP3;Q96BP3-2 Q5JS54;Q5JS54-2;Q5JS54-3 Q9H974;Q9H974-4;Q9H974-2;Q9H974-3 Q9H078-2;Q9H078;Q9H078-3;Q9H078-5"
157,5,0.3040,3.040,36.98,0.06077,0.798302,"O60841 Q6FI81;Q6FI81-3 P78318 P52594-2;P52594-3;P52594;P52594-4 Q00341;Q00341-2"
158,5,0.3322,3.322,32.01,0.07329,0.798302,"Q71DI3;Q6NXT2 P84243 Q93077 Q969Z0;Q969Z0-2 Q16656;Q16656-4;Q16656-2"
159,11,0.3073,16.90,194.7,0.07234,0.999487,"P62310 O95777 P08579 Q9Y4Z0 P62312 Q9Y333 Q15393 Q9UBL3 Q4VC31 Q9C005 O43592"
160,4,0.3446,2.068,13.47,0.08786,0.943824,"Q13409-3;Q13409-6;Q13409-2;Q13409-7;Q13409;Q13409-5 P63172 P15374 Q9Y547"
161,31,0.3002,139.6,495.6,0.2002,0.995208,"P49368 P17987 O00231;O00231-2 P50990;P50990-2 P48643;P48643-2 P78371 P50991 Q99832;Q99832-3;Q99832-4;Q99832-2 P40227;P40227-2 Q9Y265;Q9Y265-2 P07900-2;P07900 P34932 P31948;P31948-2;P31948-3 O15371;O15371-3 P41091;Q2VIR3;Q2VIR3-2 P20042 Q92973-2;Q92973;Q92973-3 O14980 P05198 P26641;P26641-2 P22392-2 Q16878 Q14974;Q14974-2 P41252 P54578;P54578-2;P54578-3 Q96MW1;Q96MW1-2 Q9Y295 P62495;P62495-2 O00629 O00410;O00410-3 O95373"
162,14,0.3470,31.57,33.00,0.3411,0.00698175,"Q14566 P49736 P33992 P25205;P25205-2 P33991 P33993;P33993-3 P40937;P40937-2 P35249;P35249-2 P35250;P35250-2 P43246 P40938;P40938-2 Q5TBB1;Q5TBB1-2 P51003 P49321"
163,6,0.3074,4.612,37.08,0.08589,0.977336,"Q9UIA9 Q9H9Q2;Q9H9Q2-2 Q96T76;Q96T76-8;Q96T76-9;Q96T76-5 Q5VYK3 P61081 Q16401;Q16401-2"
164,7,0.3009,6.318,39.36,0.1059,0.846657,"Q92925-3;Q92925 Q12824 P51532-3;P51532-4;P51532-5;P51532-2 Q92922 Q969G3-2;Q969G3;Q969G3-6;Q969G3-5;Q969G3-3;Q969G3-4 Q14011;Q14011-2 Q92785;Q92785-2"
165,5,0.3248,3.248,33.42,0.06959,0.969949,"Q9UHB9;Q9UHB9-4;Q9UHB9-2 O76094;O76094-2 P61011;P61011-2 Q7Z3U7-5;Q7Z3U7-6 Q13057-2;Q13057"
166,4,0.3470,2.082,21.64,0.06564,0.969699,"Q53HL2 Q96GD4;Q96GD4-5;Q96GD4-4 Q6SJ93;Q6SJ93-2 O15381;O15381-2;O15381-5;O15381-4"
167,11,0.3086,16.97,56.40,0.1780,0.744297,"P52907 P47756-2 Q9NVA2;Q9NVA2-2 Q16181 Q96CW1 Q15019;Q15019-2;Q15019-3 P46109 P47755 Q9NYL9 P07737 Q9HA64"
168,5,0.3205,3.205,43.17,0.05685,0.798302,"Q7Z5G4;Q7Z5G4-3 Q9P0S3 Q9BZL6;Q9BZL6-2 O95807 Q6ICB0"
169,4,0.3396,2.038,30.96,0.04970,0.903035,"Q9UKJ3;Q9UKJ3-2 Q6P6C2;Q6P6C2-1 Q96PU4;Q96PU4-2 O14686;O14686-3"
170,4,0.3428,2.057,31.45,0.04955,0.984809,"Q96CB9 Q16740 Q4G176 P22830;P22830-2"
171,14,0.3042,27.68,84.50,0.1975,0.732468,"Q9NTJ3;Q9NTJ3-2 Q9BPX3 Q15003;Q15003-2 Q14181 P09884 Q9Y248 Q14691 Q9BRT9 Q9BVS4;Q9BVS4-2 O43805 Q9NS87;Q9NS87-2;Q9NS87-4 Q9NR33 Q9H2H9 Q8WVX9"
172,5,0.3196,3.196,47.28,0.05285,0.798302,"P67775;P67775-2 P63167 P62136 O14653;O14653-2;O14653-3 Q8WZ82"
173,12,0.3104,20.49,103.1,0.1388,0.984809,"Q99623;Q99623-2 P35232 P45880;P45880-2 P21796 Q9Y6C9 P30048-2;P30048 P40926;P40926-2 Q9UJZ1;Q9UJZ1-2 P10515 P24752 P00367;P00367-2 Q9NVI7-2;Q9NVI7;Q9NVI7-3"
174,5,0.3096,3.096,33.64,0.06626,0.952654,"O75832;O75832-2 Q9BVM2 O43598;O43598-2 Q9Y3A5 A0AVT1;A0AVT1-2"
175,6,0.3425,5.137,59.00,0.06747,0.953652,"Q9Y5K8 Q5W111;Q5W111-2 Q8N5M9 Q9BTE1;Q9BTE1-2;Q9BTE1-3 Q07812-2;Q07812-8;Q07812;Q07812-5;Q07812-7 P46459;P46459-2"
176,46,0.3001,310.6,700.7,0.2815,0.249688,"P49368 P17987 Q99460;Q99460-2 O00231;O00231-2 P50990;P50990-2 P48643;P48643-2 P78371 P50991 P60900;P60900-2;P60900-3 P25789;P25789-2 Q99832;Q99832-3;Q99832-4;Q99832-2 O14818 P25788-2;P25788 P51665 P28066;P28066-2 O00232;O00232-2 P62195;P62195-2 P17980 P43686;P43686-2 P35998;P35998-2 Q13200;Q13200-3;Q13200-2 P48556 P62191 O00487 P62333 O43242 Q99613;Q99613-2;B5ME19 P55036;P55036-2 P41091;Q2VIR3;Q2VIR3-2 Q15008;Q15008-4;Q15008-3;Q15008-2 Q92973-2;Q92973;Q92973-3 P05198 Q9UNM6 Q9UHB9;Q9UHB9-4;Q9UHB9-2 O76094;O76094-2 P26641;P26641-2 P60228 Q9BQA1;Q9BQA1-2 O14744;O14744-2;O14744-5;O14744-3;O14744-4 Q9NUU7 Q13155 P54136 Q96F86 O76071 Q9Y5K5 Q16186"
177,6,0.3113,4.669,39.52,0.08310,0.885117,"Q9BSJ2;Q9BSJ2-4 P23258;Q9NRH3 Q96CW5;Q96CW5-2 Q99733;Q99733-2 Q92538-3;Q92538-2;Q92538 Q08378;Q08378-2;Q08378-4"
178,7,0.3178,6.673,71.67,0.07226,0.979543,"Q9BSJ2;Q9BSJ2-4 P43378 Q9UM00;Q9UM00-2 Q9UGJ1-2;Q9UGJ1 Q14997;Q14997-3 Q9P2R3;Q9P2R3-2;Q9P2R3-4 P48651;P48651-3"
179,6,0.3112,4.668,40.34,0.08188,0.998474,"Q9UJX4;Q9UJX4-3 Q9UJX3;Q9UJX3-2 P30260-2;P30260 Q9NV88-2;Q9NV88;Q9NV88-3 Q5TA45;Q5TA45-3;Q5TA45-2;Q5TA45-4 Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0;Q9Y2X0-5;Q9Y2X0-4"
180,3,0.4039,1.212,2.079,0.1304,0.500000,"P38117 P13804;P13804-2 P42765"
181,6,0.3142,4.713,89.21,0.04450,0.989880,"Q9BUE0 Q9NZD8;Q9NZD8-2 Q12979;Q12979-4 Q9H944;Q9H944-2 Q9NUL3-2;Q9NUL3;Q9NUL3-8;Q9NUL3-3;Q9NUL3-6;Q9NUL3-4 Q13951-2"
182,6,0.3124,4.686,70.66,0.05365,0.998474,"Q8N138-4;Q8N138 P48723 Q68CQ7;Q68CQ7-2 Q15904 P20933 Q9Y320;Q9Y320-2"
183,79,0.3000,924.3,2314,0.2722,0.875143,"Q9P0J0;Q9P0J0-2 P17568 Q86Y39;Q86Y39-2 O95169-3;O95169;O95169-2 Q9BV79;Q9BV79-2 Q99643 Q9UI09 O95298;E9PQ53;O95298-2;O95298-3 P21912 Q8N4T8;Q8N4T8-2 O95167 Q9BV81 P17152 Q9P0S9 Q9H2K0 Q5TGZ0 Q99766 P03915 O14521-2;O14521;O14521-4 Q9NZJ6 Q96AQ8 Q9HBL7 Q9P0I2;Q9P0I2-2 P03886 P56134-2;P56134-4 Q9Y5Y5;Q9Y5Y5-2 Q8N511 Q8IVH4 Q6P4A7;Q6P4A7-3 P21953 P03891 Q8N2U0 P62341 O75414 Q9Y584 Q9Y2G5 Q8IYS2;Q8IYS2-2 Q16854;Q16854-2;Q16854-3;Q16854-5 Q86SZ2;Q86SZ2-2 Q16134 Q96A57-2;Q96A57 O14966;O14966-2;O14966-3 Q9NWU1;Q9NWU1-2 Q96PE7 Q9NTG7 P03905 P50336 P07919 Q9H061;Q9H061-2 Q16611;Q16611-2 Q99807;Q99807-2 Q86T03;Q86T03-2 Q8WUK0;Q8WUK0-2 Q13232 Q96ND0 Q8IXI2-3;Q8IXI2-2;Q8IXI2-5;Q8IXI2-7;Q8IXI2 Q8NBL1 Q9BWH2 Q9NXS2;Q9NXS2-3 Q96GQ5 Q14728 O95479 Q9GZM5 P60602 O96011;O96011-2 O15254;O15254-2 Q9H0V9;Q9H0V9-2;Q9H0V9-3 Q9Y241;Q9Y241-2 Q9H7Z7 Q8IW45;Q8IW45-2;Q8IW45-4 Q96LD8 O00221 Q7L3T8 B7ZAQ6-3;B7ZAQ6-2;P0CG08;B7ZAQ6;A6NKF9 Q9Y259 P33316 Q9HCU5 Q0P6H9 Q96FV2;Q96FV2-2"
184,73,0.3004,789.4,2124,0.2580,0.958180,"Q9P0J0;Q9P0J0-2 P17568 Q16718;Q16718-2 Q86Y39;Q86Y39-2 O95169-3;O95169;O95169-2 Q9BV79;Q9BV79-2 Q99643 O95139;O95139-2 Q9UI09 O95298;E9PQ53;O95298-2;O95298-3 P21912 Q8N4T8;Q8N4T8-2 O95167 Q9BV81 P17152 Q9P0S9 Q9H2K0 Q5TGZ0 Q99766 P03915 O14521-2;O14521;O14521-4 Q9NZJ6 Q96AQ8 Q9HBL7 P03886 P56134-2;P56134-4 Q6P4A7;Q6P4A7-3 P21953 P03891 Q8N2U0 O75414 Q9Y2G5 Q8IYS2;Q8IYS2-2 Q16854;Q16854-2;Q16854-3;Q16854-5 Q86SZ2;Q86SZ2-2 Q16134 Q96A57-2;Q96A57 O14966;O14966-2;O14966-3 Q9NWU1;Q9NWU1-2 Q96PE7 Q9NTG7 P03905 P50336 Q9Y4E6-2;Q9Y4E6 P23610 Q9H061;Q9H061-2 Q16611;Q16611-2 Q99807;Q99807-2 Q13232 Q96ND0 Q8IXI2-3;Q8IXI2-2;Q8IXI2-5;Q8IXI2-7;Q8IXI2 Q9NXS2;Q9NXS2-3 Q8N442 Q14728 Q9NTM9 Q7L592 O96011;O96011-2 O15254;O15254-2 Q9H0V9;Q9H0V9-2;Q9H0V9-3 Q9Y241;Q9Y241-2 Q96I59 Q8IW45;Q8IW45-2;Q8IW45-4 Q8IXM6;Q8IXM6-2 Q96JJ3;Q96JJ3-3 Q06136;Q06136-2 Q7L3T8 Q9NVT9 Q9Y259 P33316 O95081;O95081-2 Q9NVE7 Q96QE5 Q14376"
185,19,0.3012,51.51,270.8,0.1430,0.991666,"P29373 P09467 Q8IV36-2;Q8IV36;Q8IV36-3 P40261 P50225 P0DMN0;P0DMM9;P0DMM9-3 Q5ZPR3;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2 Q9UKS6 Q8WTS6 Q8N335 Q96AY3 O75976;O75976-2 Q12797;Q12797-10 O95361 Q8WUI4-3;Q8WUI4-4;Q8WUI4;Q8WUI4-7;Q8WUI4-6;Q8WUI4-5;Q8WUI4-10 P07099 P35520;P35520-2 Q68CZ2;Q68CZ2-2 Q86VP1-2;Q86VP1;Q86VP1-3"
186,6,0.3121,4.682,48.16,0.07220,0.995880,"Q15006 P61803 Q5JPE7;Q5JPE7-2;P69849;Q5JPE7-3 Q9Y673;Q9Y673-2 Q9Y5M8 Q13724;Q13724-2"
187,3,0.3405,1.021,9.083,0.06342,0.985452,"P28838-2;P28838 Q13303;Q13303-5 Q96A26"
188,56,0.3003,462.4,2420,0.1544,1.00000,"Q13588 Q14814-4;Q14814;Q14814-6;Q14814-5;Q14814-3;Q14814-2 Q9UKI8;Q9UKI8-2;Q9UKI8-5;Q9UKI8-4;Q9UKI8-3 Q96ES7 Q16594 Q12830;Q12830-4;Q12830-2 O14979-3;O14979-2 Q9UBD5-2 Q96PV6-2 Q9ULM3 Q96CB8 Q7LBC6 O95104;O95104-2;O95104-3 Q7Z3K3-5;Q7Z3K3-2;Q7Z3K3;Q7Z3K3-7;Q7Z3K3-3;Q7Z3K3-6 Q8WXA9-2;Q8WXA9 P57081;P57081-2 Q68E01-2;Q68E01;Q68E01-3 Q9UHR5-2;Q9UHR5 Q86UE8-2;Q86UE8;Q86UE8-3 Q15047-3;Q15047 Q9NVR2 O95619 Q8IWZ8 P22670 Q92541 Q9H7E9;Q9H7E9-2 Q96GM8;Q96GM8-2 Q71SY5-4 Q9UMZ2-5;Q9UMZ2;Q9UMZ2-4;Q9UMZ2-8;Q9UMZ2-3;Q9UMZ2-7;Q9UMZ2-6;Q9UMZ2-9 O60563 Q13416 P54278;P54278-3 Q93074-3;Q93074;Q93074-2 Q9UBB9 P04049-2;P04049 Q86U86-8;Q86U86;Q86U86-5;Q86U86-7;Q86U86-2;Q86U86-4;Q86U86-9;Q86U86-6 Q9H0E3;Q9H0E3-3;Q9H0E3-2 Q9Y6X3 Q6ZW49;Q6ZW49-2 P28715 Q9HCK8;Q9HCK8-2 O60942;O60942-2;O60942-4;O60942-3 P35251-2;P35251 Q96LR5 Q96MG7 Q99575 Q66PJ3;Q66PJ3-3;Q66PJ3-2;Q66PJ3-4;Q66PJ3-5 O43166-3;O43166-2;O43166 Q9NWB6 Q15022 P18887 Q9BW19 Q96RU2-2;Q96RU2;Q96RU2-3 Q15345 Q9BTC0 O75676-2;O75676"
189,4,0.3499,2.099,23.58,0.06234,0.843839,"P61981 P30041 O00299 Q5VWZ2;Q5VWZ2-2"
190,7,0.3157,6.630,126.7,0.04501,0.999299,"Q13485 Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3 O43314-2;O43314 Q15650 Q9NWZ5;Q9NWZ5-3 Q9NZZ3;Q9NZZ3-2 O95376"
191,14,0.3064,27.88,349.5,0.06879,0.999989,"Q14746-2;Q14746 Q9UP83-2;Q9UP83;Q9UP83-3 Q96JG6 Q9Y6Y0 Q9H9T3;Q9H9T3-5 Q9Y2V7;Q9Y2V7-2 Q9BZG8;Q9BZG8-2 Q9BQC3;Q9BQC3-2 Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3 P50748 O43314-2;O43314 Q9H000;Q9H000-2 Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3 Q8N122;Q8N122-3"
192,7,0.3075,6.459,87.59,0.05977,0.937399,"Q9UQE7 Q14683 Q9BUQ8 O14519;O14519-2 Q53GS9;Q53GS9-3 Q49A26;Q49A26-3;Q49A26-2;Q49A26-4 Q9UH99;Q9UH99-2;Q9UH99-3"
193,4,0.3385,2.031,47.10,0.03555,0.903035,"Q96KQ7-2;Q96KQ7 A8CG34;A8CG34-2 Q07864 Q02880-2"
194,4,0.3347,2.008,33.54,0.04611,0.992931,"Q9H0N5 Q9HBH1 P19256-2;P19256-3;P19256 Q9NQP4"
195,6,0.3117,4.675,46.60,0.07388,0.989880,"Q13042-3;Q13042-2;Q13042 Q9H9Y6;Q9H9Y6-3;Q9H9Y6-2;Q9H9Y6-5 Q9UJX5;Q9UJX5-3;Q9UJX5-2 P19387 P62875 Q99417"
196,6,0.3119,4.679,52.83,0.06732,0.977336,"Q16576;Q16576-2 Q13247-3;Q13247 O75530;O75530-3;O75530-2 O94776 O00268 Q01105"
